Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt
[M/d/yyyy h:mm:ss tt],[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[C],[Ah],[Wh],[Cnt]
10/16/2019 5:59:20 PM,38,PAU,57:42.6,00:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.4522,0,23.6187,0,0,0
10/16/2019 5:59:30 PM,38,PAU,57:52.6,00:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.452,0,23.7255,0,0,0
10/16/2019 5:59:40 PM,38,PAU,58:02.6,00:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.4517,0,23.6187,0,0,0
10/16/2019 5:59:50 PM,38,PAU,58:12.6,00:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.4515,0,23.7255,0,0,0
10/16/2019 6:00:00 PM,38,PAU,58:22.6,00:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.4514,0,23.6187,0,0,0
10/16/2019 6:00:10 PM,38,PAU,58:32.6,01:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.4512,0,23.6187,0,0,0
10/16/2019 6:00:10 PM,38,PAU,58:32.6,01:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.4512,0,23.6187,0,0,0
10/16/2019 6:00:20 PM,39,DCH,58:42.6,00:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.3665,-2.4998,23.7255,-0.0069,-0.0235,0
10/16/2019 6:00:30 PM,39,DCH,58:52.6,00:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.3375,-2.4998,23.7255,-0.0139,-0.0468,0
10/16/2019 6:00:40 PM,39,DCH,59:02.6,00:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.3198,-2.4998,23.7255,-0.0208,-0.0699,0
10/16/2019 6:00:50 PM,39,DCH,59:12.6,00:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.3083,-2.4998,23.7255,-0.0278,-0.0929,0
10/16/2019 6:01:00 PM,39,DCH,59:22.6,00:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.3004,-2.4998,23.6187,-0.0347,-0.1159,0
10/16/2019 6:01:10 PM,39,DCH,59:32.6,01:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.295,-2.4998,23.7255,-0.0417,-0.1387,0
10/16/2019 6:01:20 PM,39,DCH,59:42.6,01:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2914,-2.4998,23.6187,-0.0486,-0.1616,0
10/16/2019 6:01:30 PM,39,DCH,59:52.6,01:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2889,-2.4972,23.6187,-0.0555,-0.1845,0
10/16/2019 6:01:40 PM,39,DCH,00:02.6,01:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2872,-2.4998,23.6187,-0.0625,-0.2073,0
10/16/2019 6:01:50 PM,39,DCH,00:12.6,01:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.286,-2.4972,23.5118,-0.0694,-0.2301,0
10/16/2019 6:02:00 PM,39,DCH,00:22.6,01:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.285,-2.4998,23.6187,-0.0764,-0.2529,0
10/16/2019 6:02:10 PM,39,DCH,00:32.6,02:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2842,-2.4998,23.7255,-0.0833,-0.2757,0
10/16/2019 6:02:20 PM,39,DCH,00:42.6,02:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2837,-2.4998,23.7255,-0.0902,-0.2985,0
10/16/2019 6:02:30 PM,39,DCH,00:52.6,02:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.283,-2.4972,23.7255,-0.0972,-0.3213,0
10/16/2019 6:02:40 PM,39,DCH,01:02.6,02:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2825,-2.4998,23.6187,-0.1041,-0.3441,0
10/16/2019 6:02:50 PM,39,DCH,01:12.6,02:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.282,-2.4998,23.7255,-0.1111,-0.3669,0
10/16/2019 6:03:00 PM,39,DCH,01:22.6,02:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2817,-2.4998,23.6187,-0.118,-0.3896,0
10/16/2019 6:03:10 PM,39,DCH,01:32.6,03:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2812,-2.4972,23.7255,-0.125,-0.4124,0
10/16/2019 6:03:20 PM,39,DCH,01:42.6,03:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2807,-2.4998,23.5118,-0.1319,-0.4352,0
10/16/2019 6:03:30 PM,39,DCH,01:52.6,03:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2803,-2.4998,23.5118,-0.1388,-0.458,0
10/16/2019 6:03:40 PM,39,DCH,02:02.6,03:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2798,-2.4998,23.6187,-0.1458,-0.4807,0
10/16/2019 6:03:50 PM,39,DCH,02:12.6,03:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2795,-2.4998,23.5118,-0.1527,-0.5035,0
10/16/2019 6:04:00 PM,39,DCH,02:22.6,03:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.279,-2.4972,23.6187,-0.1597,-0.5263,0
10/16/2019 6:04:10 PM,39,DCH,02:32.6,04:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2786,-2.4972,23.6187,-0.1666,-0.549,0
10/16/2019 6:04:20 PM,39,DCH,02:42.6,04:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2783,-2.4998,23.7255,-0.1735,-0.5718,0
10/16/2019 6:04:30 PM,39,DCH,02:52.6,04:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.278,-2.4972,23.6187,-0.1805,-0.5945,0
10/16/2019 6:04:40 PM,39,DCH,03:02.6,04:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2774,-2.4998,23.7255,-0.1874,-0.6173,0
10/16/2019 6:04:50 PM,39,DCH,03:12.6,04:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2771,-2.4998,23.7255,-0.1944,-0.6401,0
10/16/2019 6:05:00 PM,39,DCH,03:22.6,04:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2768,-2.4998,23.7255,-0.2013,-0.6628,0
10/16/2019 6:05:10 PM,39,DCH,03:32.6,05:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2764,-2.4972,23.6187,-0.2083,-0.6855,0
10/16/2019 6:05:20 PM,39,DCH,03:42.6,05:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2761,-2.4998,23.7255,-0.2152,-0.7083,0
10/16/2019 6:05:30 PM,39,DCH,03:52.6,05:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2758,-2.4998,23.7255,-0.2221,-0.731,0
10/16/2019 6:05:40 PM,39,DCH,04:02.6,05:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2753,-2.4998,23.7255,-0.2291,-0.7537,0
10/16/2019 6:05:50 PM,39,DCH,04:12.6,05:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2749,-2.4972,23.8324,-0.236,-0.7765,0
10/16/2019 6:06:00 PM,39,DCH,04:22.6,05:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2746,-2.4972,23.7255,-0.243,-0.7992,0
10/16/2019 6:06:10 PM,39,DCH,04:32.6,06:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2742,-2.4998,23.7255,-0.2499,-0.8219,0
10/16/2019 6:06:20 PM,39,DCH,04:42.6,06:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2739,-2.4998,23.7255,-0.2568,-0.8447,0
10/16/2019 6:06:30 PM,39,DCH,04:52.6,06:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2734,-2.4998,23.7255,-0.2638,-0.8674,0
10/16/2019 6:06:40 PM,39,DCH,05:02.6,06:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2731,-2.4998,23.7255,-0.2707,-0.8902,0
10/16/2019 6:06:50 PM,39,DCH,05:12.6,06:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2727,-2.4972,23.7255,-0.2777,-0.9128,0
10/16/2019 6:07:00 PM,39,DCH,05:22.6,06:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2724,-2.4998,23.8324,-0.2846,-0.9356,0
10/16/2019 6:07:10 PM,39,DCH,05:32.6,07:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.272,-2.4972,23.7255,-0.2915,-0.9583,0
10/16/2019 6:07:20 PM,39,DCH,05:42.6,07:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2717,-2.4998,23.7255,-0.2985,-0.981,0
10/16/2019 6:07:30 PM,39,DCH,05:52.6,07:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2712,-2.4998,23.7255,-0.3054,-1.0037,0
10/16/2019 6:07:40 PM,39,DCH,06:02.6,07:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2709,-2.4998,23.7255,-0.3124,-1.0264,0
10/16/2019 6:07:50 PM,39,DCH,06:12.6,07:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2705,-2.4998,23.7255,-0.3193,-1.0491,0
10/16/2019 6:08:00 PM,39,DCH,06:22.6,07:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2702,-2.4972,23.8324,-0.3263,-1.0718,0
10/16/2019 6:08:10 PM,39,DCH,06:32.6,08:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2699,-2.4998,23.8324,-0.3332,-1.0945,0
10/16/2019 6:08:20 PM,39,DCH,06:42.6,08:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2694,-2.4998,23.8324,-0.3402,-1.1172,0
10/16/2019 6:08:30 PM,39,DCH,06:52.6,08:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.269,-2.4998,23.8324,-0.3471,-1.1399,0
10/16/2019 6:08:40 PM,39,DCH,07:02.6,08:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2687,-2.4998,23.8324,-0.354,-1.1626,0
10/16/2019 6:08:50 PM,39,DCH,07:12.6,08:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2682,-2.4972,23.8324,-0.361,-1.1853,0
10/16/2019 6:09:00 PM,39,DCH,07:22.6,08:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2678,-2.4972,23.8324,-0.3679,-1.208,0
10/16/2019 6:09:10 PM,39,DCH,07:32.6,09:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2675,-2.4998,23.8324,-0.3749,-1.2307,0
10/16/2019 6:09:20 PM,39,DCH,07:42.6,09:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.267,-2.4998,23.8324,-0.3818,-1.2534,0
10/16/2019 6:09:30 PM,39,DCH,07:52.6,09:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2667,-2.4998,23.7255,-0.3887,-1.276,0
10/16/2019 6:09:40 PM,39,DCH,08:02.6,09:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2663,-2.4998,23.8324,-0.3957,-1.2987,0
10/16/2019 6:09:50 PM,39,DCH,08:12.6,09:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2658,-2.4998,23.9393,-0.4026,-1.3214,0
10/16/2019 6:10:00 PM,39,DCH,08:22.6,09:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2655,-2.4998,23.8324,-0.4096,-1.344,0
10/16/2019 6:10:10 PM,39,DCH,08:32.6,10:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.265,-2.4998,23.8324,-0.4165,-1.3667,0
10/16/2019 6:10:20 PM,39,DCH,08:42.6,10:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2646,-2.4998,23.8324,-0.4235,-1.3894,0
10/16/2019 6:10:30 PM,39,DCH,08:52.6,10:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2643,-2.4972,23.8324,-0.4304,-1.412,0
10/16/2019 6:10:40 PM,39,DCH,09:02.6,10:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2638,-2.4998,23.8324,-0.4373,-1.4347,0
10/16/2019 6:10:50 PM,39,DCH,09:12.6,10:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2634,-2.4998,23.8324,-0.4443,-1.4573,0
10/16/2019 6:11:00 PM,39,DCH,09:22.6,10:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2629,-2.4998,23.9393,-0.4512,-1.48,0
10/16/2019 6:11:10 PM,39,DCH,09:32.6,11:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2626,-2.4998,23.8324,-0.4582,-1.5027,0
10/16/2019 6:11:20 PM,39,DCH,09:42.6,11:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2621,-2.4998,23.8324,-0.4651,-1.5253,0
10/16/2019 6:11:30 PM,39,DCH,09:52.6,11:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2618,-2.4998,23.8324,-0.472,-1.5479,0
10/16/2019 6:11:40 PM,39,DCH,10:02.6,11:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2613,-2.4998,23.8324,-0.479,-1.5706,0
10/16/2019 6:11:50 PM,39,DCH,10:12.6,11:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2607,-2.4998,23.8324,-0.4859,-1.5932,0
10/16/2019 6:12:00 PM,39,DCH,10:22.6,11:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2604,-2.4998,23.8324,-0.4929,-1.6159,0
10/16/2019 6:12:10 PM,39,DCH,10:32.6,12:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2599,-2.4998,23.8324,-0.4998,-1.6385,0
10/16/2019 6:12:20 PM,39,DCH,10:42.6,12:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2596,-2.4998,23.9393,-0.5068,-1.6611,0
10/16/2019 6:12:30 PM,39,DCH,10:52.6,12:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2591,-2.4972,23.9393,-0.5137,-1.6837,0
10/16/2019 6:12:40 PM,39,DCH,11:02.6,12:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2587,-2.4998,23.9393,-0.5206,-1.7064,0
10/16/2019 6:12:50 PM,39,DCH,11:12.6,12:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2582,-2.4998,23.9393,-0.5276,-1.729,0
10/16/2019 6:13:00 PM,39,DCH,11:22.6,12:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2577,-2.4998,23.9393,-0.5345,-1.7516,0
10/16/2019 6:13:10 PM,39,DCH,11:32.6,13:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2572,-2.4998,23.9393,-0.5415,-1.7742,0
10/16/2019 6:13:20 PM,39,DCH,11:42.6,13:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2569,-2.4998,23.8324,-0.5484,-1.7968,0
10/16/2019 6:13:30 PM,39,DCH,11:52.6,13:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2564,-2.4972,23.9393,-0.5553,-1.8194,0
10/16/2019 6:13:40 PM,39,DCH,12:02.6,13:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2559,-2.4998,23.8324,-0.5623,-1.8421,0
10/16/2019 6:13:50 PM,39,DCH,12:12.6,13:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2555,-2.4998,23.8324,-0.5692,-1.8646,0
10/16/2019 6:14:00 PM,39,DCH,12:22.6,13:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.255,-2.4998,23.9393,-0.5762,-1.8872,0
10/16/2019 6:14:10 PM,39,DCH,12:32.6,14:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2545,-2.4972,23.9393,-0.5831,-1.9098,0
10/16/2019 6:14:20 PM,39,DCH,12:42.6,14:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.254,-2.4998,23.9393,-0.5901,-1.9324,0
10/16/2019 6:14:30 PM,39,DCH,12:52.6,14:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2535,-2.4998,23.9393,-0.597,-1.955,0
10/16/2019 6:14:40 PM,39,DCH,13:02.6,14:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2532,-2.4998,23.9393,-0.6039,-1.9776,0
10/16/2019 6:14:50 PM,39,DCH,13:12.6,14:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2527,-2.4998,23.8324,-0.6109,-2.0002,0
10/16/2019 6:15:00 PM,39,DCH,13:22.6,14:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2521,-2.4972,23.9393,-0.6178,-2.0227,0
10/16/2019 6:15:10 PM,39,DCH,13:32.6,15:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2516,-2.4972,23.9393,-0.6248,-2.0453,0
10/16/2019 6:15:20 PM,39,DCH,13:42.6,15:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2511,-2.4998,23.9393,-0.6317,-2.0679,0
10/16/2019 6:15:30 PM,39,DCH,13:52.6,15:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2508,-2.4972,23.9393,-0.6386,-2.0904,0
10/16/2019 6:15:40 PM,39,DCH,14:02.6,15:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2503,-2.4972,23.9393,-0.6456,-2.113,0
10/16/2019 6:15:50 PM,39,DCH,14:12.6,15:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2498,-2.4998,23.9393,-0.6525,-2.1356,0
10/16/2019 6:16:00 PM,39,DCH,14:22.6,15:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2493,-2.4998,23.9393,-0.6595,-2.1581,0
10/16/2019 6:16:10 PM,39,DCH,14:32.6,16:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2488,-2.4998,23.8324,-0.6664,-2.1807,0
10/16/2019 6:16:20 PM,39,DCH,14:42.6,16:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2484,-2.4998,23.8324,-0.6734,-2.2032,0
10/16/2019 6:16:30 PM,39,DCH,14:52.6,16:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2479,-2.4972,23.8324,-0.6803,-2.2258,0
10/16/2019 6:16:40 PM,39,DCH,15:02.6,16:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2474,-2.4998,23.8324,-0.6872,-2.2483,0
10/16/2019 6:16:50 PM,39,DCH,15:12.6,16:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2469,-2.4998,23.8324,-0.6942,-2.2709,0
10/16/2019 6:17:00 PM,39,DCH,15:22.6,16:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2464,-2.4998,23.9393,-0.7011,-2.2934,0
10/16/2019 6:17:10 PM,39,DCH,15:32.6,17:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2461,-2.4998,23.8324,-0.7081,-2.3159,0
10/16/2019 6:17:20 PM,39,DCH,15:42.6,17:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2456,-2.4998,23.9393,-0.715,-2.3385,0
10/16/2019 6:17:30 PM,39,DCH,15:52.6,17:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2451,-2.4998,23.8324,-0.7219,-2.361,0
10/16/2019 6:17:40 PM,39,DCH,16:02.6,17:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2446,-2.4998,23.8324,-0.7289,-2.3835,0
10/16/2019 6:17:50 PM,39,DCH,16:12.6,17:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2442,-2.4972,23.8324,-0.7358,-2.406,0
10/16/2019 6:18:00 PM,39,DCH,16:22.6,17:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2437,-2.4998,23.8324,-0.7428,-2.4286,0
10/16/2019 6:18:10 PM,39,DCH,16:32.6,18:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2434,-2.4998,23.8324,-0.7497,-2.4511,0
10/16/2019 6:18:20 PM,39,DCH,16:42.6,18:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2429,-2.4998,23.8324,-0.7567,-2.4736,0
10/16/2019 6:18:30 PM,39,DCH,16:52.6,18:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2424,-2.4998,23.8324,-0.7636,-2.4961,0
10/16/2019 6:18:40 PM,39,DCH,17:02.6,18:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.242,-2.4998,23.8324,-0.7705,-2.5186,0
10/16/2019 6:18:50 PM,39,DCH,17:12.6,18:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2415,-2.4998,23.9393,-0.7775,-2.5411,0
10/16/2019 6:19:00 PM,39,DCH,17:22.6,18:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2412,-2.4998,23.9393,-0.7844,-2.5636,0
10/16/2019 6:19:10 PM,39,DCH,17:32.6,19:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2407,-2.4998,23.9393,-0.7914,-2.5861,0
10/16/2019 6:19:20 PM,39,DCH,17:42.6,19:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.2403,-2.4998,23.9393,-0.7983,-2.6086,0
10/16/2019 6:19:30 PM,39,DCH,17:52.6,19:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2398,-2.4998,23.9393,-0.8052,-2.6311,0
10/16/2019 6:19:40 PM,39,DCH,18:02.6,19:30.0,0,0,A123_2p5Ah_ageing_90k_case,3.2395,-2.4998,23.8324,-0.8122,-2.6536,0
10/16/2019 6:19:50 PM,39,DCH,18:12.6,19:40.0,0,0,A123_2p5Ah_ageing_90k_case,3.2392,-2.4998,23.8324,-0.8191,-2.6761,0
10/16/2019 6:20:00 PM,39,DCH,18:22.6,19:50.0,0,0,A123_2p5Ah_ageing_90k_case,3.2387,-2.4998,23.8324,-0.8261,-2.6986,0
10/16/2019 6:20:10 PM,39,DCH,18:32.6,20:00.0,0,0,A123_2p5Ah_ageing_90k_case,3.2383,-2.4998,23.8324,-0.833,-2.7211,0
10/16/2019 6:20:20 PM,39,DCH,18:42.6,20:10.0,0,0,A123_2p5Ah_ageing_90k_case,3.238,-2.4998,23.9393,-0.84,-2.7436,0
10/16/2019 6:20:30 PM,39,DCH,18:52.6,20:20.0,0,0,A123_2p5Ah_ageing_90k_case,3.2376,-2.4972,23.9393,-0.8469,-2.766,0
